time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z
0.0102324, 0,0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.80665
0.0200882, 0,0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.274586,0.225553,9.80665
0.0301592, 0,0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.0400898, 0,0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.0500948, 0,0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.80665
0.0600419, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.80665
0.070029, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.0800924, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.0900199, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.80665
0.100072, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.196133,0.225553,9.76742
0.110078, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.120094, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.13015, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.84588
0.140096, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.150048, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.80665
0.160058, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.274586,0.225553,9.84588
0.170006, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.18011, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.190043, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.200057, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.76742
0.210061, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.220088, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.84588
0.230136, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.84588
0.240201, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.84588
0.250295, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.260128, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.225553,9.76742
0.270137, -0,-0,0, 0,0,0,0,0,0, 0.0225147,-0.0228638,0.162665,0.23536,0.186326,9.84588
0.280084, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.274586,0.186326,9.84588
0.29003, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.186326,9.80665
0.300101, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.310077, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.320127, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.84588
0.330055, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.196133,0.225553,9.76742
0.340069, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.196133,0.225553,9.76742
0.350141, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.360061, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.274586,0.225553,9.80665
0.370008, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.196133,0.225553,9.76742
0.380004, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.390035, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.186326,9.80665
0.400005, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.84588
0.410084, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.42011, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.430014, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
0.440008, -0,-0,0, 0,0,0,0,0,0, 0.0223402,-0.0228638,0.162665,0.23536,0.225553,9.80665
