time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z, dis_m, dis_r, dis_l, str_m, str_r, str_l
0.410072, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,329,3040,2328,852
0.420237, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,331,3036,2318,863
0.430069, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,359,330,3045,2328,859
0.440076, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.80665,167,359,329,3041,2328,858
0.450069, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.76742,167,359,330,3041,2330,859
0.460106, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.107873,9.84588,167,358,329,3039,2331,856
0.470089, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.107873,9.84588,167,358,329,3039,2331,856
0.480086, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,359,330,3038,2331,853
0.490093, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,359,330,3036,2327,854
0.500112, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,328,3039,2322,856
0.510076, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.76742,167,359,327,3045,2320,852
0.520095, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.85568,167,359,329,3036,2324,858
0.530081, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.80665,167,359,330,3033,2327,862
0.540072, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,330,3037,2325,861
0.550151, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,329,3042,2330,858
0.560069, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,330,3043,2321,859
0.57007, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,359,330,3042,2320,856
0.58009, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,359,330,3042,2320,856
0.590114, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.80665,167,359,330,3037,2324,854
0.600123, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,358,329,3042,2324,858
0.610186, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,330,3038,2323,854
0.620067, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.80665,167,359,329,3040,2327,858
0.630082, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,359,329,3042,2327,856
0.640074, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.76742,167,359,329,3042,2332,857
0.6501, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,330,3041,2328,862
0.660102, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.85568,167,359,329,3041,2326,853
0.670106, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.107873,9.81646,167,360,330,3041,2328,858
0.680017, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,358,329,3042,2322,860
0.690128, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,358,329,3042,2322,860
0.700082, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,358,330,3047,2321,859
0.710192, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.107873,9.80665,167,359,331,3043,2323,852
0.720092, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,330,3035,2316,853
0.730086, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.107873,9.84588,167,358,329,3037,2318,852
0.740069, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00558505,1.57882,-0.0784532,-0.107873,9.84588,167,359,330,3035,2326,858
0.750073, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.0686466,9.81646,167,358,331,3036,2319,858
0.760105, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.0686466,9.81646,167,358,332,3045,2325,859
0.770074, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.0686466,9.76742,167,359,330,3042,2322,857
0.780071, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.0686466,9.81646,167,359,329,3042,2327,857
0.790121, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.0686466,9.84588,167,359,330,3043,2331,854
0.800083, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.0686466,9.84588,167,359,330,3043,2331,854
0.810081, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.107873,9.76742,167,358,329,3042,2325,852
0.820075, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.0686466,9.69878,167,359,330,3045,2326,859
0.830077, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.0686466,9.738,167,359,329,3040,2320,853
0.840077, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.1471,9.8851,167,359,329,3040,2323,860
0.850075, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.107873,9.77723,167,359,329,3034,2328,858
0.860081, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.0686466,9.69878,167,359,330,3040,2329,857
0.870084, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.107873,9.81646,167,359,329,3043,2324,856
0.880092, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57882,-0.0784532,-0.1471,9.85568,167,359,330,3041,2325,849
0.890076, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0784532,-0.1471,9.89491,167,359,329,3039,2325,860
0.900105, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.0686466,9.85568,167,359,328,3035,2324,858
0.910073, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.0686466,9.85568,167,359,328,3035,2324,858
0.920104, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57882,-0.0392266,-0.02942,9.81646,167,359,330,3041,2322,858
0.930074, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57882,-0.11768,-0.107873,9.74781,167,359,330,3043,2324,861
0.940068, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0784532,-0.107873,9.77723,167,359,330,3046,2335,853
0.95009, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57865,-0.0392266,-0.0686466,9.85568,167,359,329,3040,2329,853
0.960069, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0392266,-0.0686466,9.80665,167,359,329,3047,2328,863
0.970072, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57865,-0.0784532,-0.107873,9.77723,167,360,329,3039,2326,864
0.980082, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57865,-0.0392266,-0.0686466,9.80665,167,359,329,3033,2327,857
0.990081, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57865,-0.0784532,-0.0686466,9.84588,167,359,330,3037,2325,859
1.00008, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0784532,-0.107873,9.84588,167,360,330,3039,2325,858
1.01009, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0784532,-0.107873,9.84588,167,360,329,3037,2335,858
1.02011, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0784532,-0.107873,9.84588,167,360,329,3037,2335,858
1.03007, -0,-0,0, 0,0,0,0,0,0, -0.00785398,0.00541052,1.57865,-0.0392266,-0.02942,9.77723,167,359,329,3043,2325,854
1.04007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0392266,-0.02942,9.77723,167,359,328,3041,2325,861
1.05009, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0784532,-0.107873,9.81646,167,358,329,3036,2323,855
1.06007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0392266,-0.02942,9.84588,167,359,329,3041,2323,855
1.07007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0392266,-0.0686466,9.76742,167,359,330,3044,2331,858
1.08014, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0392266,-0.0686466,9.76742,167,359,329,3034,2326,854
1.09008, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0784532,-0.0686466,9.81646,167,359,330,3036,2326,853
1.10009, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00541052,1.57865,-0.0392266,-0.0686466,9.89491,167,359,329,3042,2325,854
1.11044, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.89491,167,359,330,3041,2329,856
1.12008, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.107873,9.84588,167,359,330,3037,2335,854
1.13009, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.107873,9.84588,167,359,330,3037,2335,854
1.14141, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.0686466,9.77723,167,359,329,3040,2326,860
1.15012, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.76742,168,359,329,3034,2320,853
1.16012, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.0686466,9.77723,168,359,329,3042,2327,859
1.17012, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.107873,9.84588,168,359,329,3035,2320,856
1.18012, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.0686466,9.77723,167,358,329,3043,2327,861
1.19008, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.76742,167,359,330,3036,2322,849
1.20008, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.107873,9.80665,167,359,328,3041,2319,859
1.2101, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.80665,167,359,330,3036,2314,856
1.22007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.85568,167,359,330,3038,2330,854
1.23007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.76742,167,359,330,3038,2319,859
1.2401, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.76742,167,359,330,3038,2319,859
1.25007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.0686466,9.81646,167,359,330,3036,2336,859
1.26007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.107873,9.81646,167,359,330,3042,2323,862
1.27011, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.107873,9.80665,167,358,329,3038,2319,854
1.28008, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.0686466,9.80665,167,358,329,3032,2320,853
1.29007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0784532,-0.0686466,9.77723,167,359,329,3038,2318,857
1.30007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.76742,167,359,330,3032,2327,856
1.31013, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57865,-0.0392266,-0.0686466,9.85568,167,359,329,3039,2320,856
1.32007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0784532,-0.107873,9.84588,167,359,329,3042,2327,858
1.33007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.0686466,9.85568,167,359,330,3040,2326,854
1.34002, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.0686466,9.80665,167,359,330,3043,2327,870
1.35008, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.0686466,9.80665,167,359,330,3043,2327,870
1.36007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0784532,-0.0686466,9.77723,167,359,328,3037,2334,852
1.37012, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.0686466,9.80665,167,359,329,3041,2320,850
1.38008, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.107873,9.85568,167,359,329,3041,2326,859
1.39012, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.0686466,9.85568,167,359,328,3036,2328,857
1.4001, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57865,-0.0392266,-0.0686466,9.76742,167,359,329,3043,2330,854
1.41012, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,329,3040,2319,856
1.42011, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,328,3038,2327,863
1.43011, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,329,3043,2324,856
1.44008, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.107873,9.80665,167,359,329,3038,2319,847
1.45009, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,329,3034,2325,851
1.46013, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,329,3034,2325,851
1.47011, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,329,3040,2321,856
1.48012, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.76742,167,359,329,3046,2317,859
1.49013, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.107873,9.81646,167,359,328,3037,2325,853
1.50013, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.107873,9.81646,167,359,329,3047,2322,848
1.51012, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,329,3040,2323,854
1.52007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,329,3041,2319,852
1.53007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,329,3038,2326,859
1.54007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0784532,-0.0686466,9.84588,167,359,329,3035,2319,862
1.55007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0392266,-0.107873,9.80665,167,359,329,3036,2330,860
1.56007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,330,3038,2323,849
1.57016, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,330,3038,2323,849
1.58015, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,168,359,331,3036,2324,857
1.59013, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,330,3041,2326,854
1.60014, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,360,330,3042,2324,850
1.6101, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00558505,1.57882,-0.0784532,-0.107873,9.77723,167,360,329,3040,2319,857
1.62007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,330,3035,2315,864
1.63009, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,330,3042,2324,852
1.64012, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,330,3045,2320,860
1.6501, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.81646,167,359,330,3039,2327,859
1.66007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.85568,167,359,329,3036,2325,860
1.6701, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,328,3048,2321,854
1.68007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.0686466,9.80665,167,359,328,3048,2321,854
1.69008, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,-0.0686466,9.8851,167,359,330,3032,2327,857
1.70013, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0392266,-0.02942,10.0028,167,359,328,3045,2321,854
1.71007, -0,-0,0, 0,0,0,0,0,0, -0.00837758,0.00575959,1.57882,-0.0392266,-0.0686466,10.091,167,359,330,3040,2322,858
1.72008, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00575959,1.57882,-0.0392266,-0.107873,9.85568,167,358,330,3041,2325,857
1.73008, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00558505,1.57882,-0.0784532,0.0490333,9.70858,167,358,330,3037,2315,862
1.74007, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00575959,1.57882,-0.0784532,-0.215746,9.47322,167,359,328,3036,2319,852
1.75011, -0,-0,0, 0,0,0,0,0,0, -0.00820305,0.00575959,1.57882,0,-0.0686466,9.35554,167,358,329,3035,2327,859
1.76008, -0,-0,0, 0,0,0,0,0,0, -0.00837758,0.00575959,1.57882,0.0392266,-0.1471,10.2381,167,359,329,3034,2323,855
1.77008, -0,-0,0, 0,0,0,0,0,0, -0.00837758,0.00575959,1.57882,-0.0392266,-0.0686466,10.1989,167,359,330,3037,2323,856
1.77998, -0,-0,0, 0,0,0,0,0,0, -0.00837758,0.00575959,1.57882,-0.0784532,-0.1471,10.1303,167,359,329,3040,2323,850
1.79013, -0,-0,0, 0,0,0,0,0,0, -0.00837758,0.00575959,1.57882,-0.0784532,-0.1471,10.1303,167,359,329,3040,2323,850
1.80007, -0,-0,0, 0,0,0,0,0,0, -0.00802851,0.00575959,1.57882,-0.0784532,0.00980665,9.42419,167,359,330,3040,2329,855
