time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z
0.0101902, -0,-0,0, 0,0,0,0,0,0, 0.0207694,-0.0305433,0.00296706,0.274586,0.225553,9.80665
0.020072, 0.116634,-0,0, 0,0,-0.314159,0,0,-0.314159, 0.0207694,-0.0307178,0.00296706,0.274586,0.1471,9.84588
0.030103, 0.298267,-0.0257849,0, 0,0,0,0,0,0, 0.0209439,-0.0308923,0.00296706,0.382459,0.1471,9.80665
0.0400937, 0.471644,-0.042297,0, 0,0,-0.314159,0,0,-0.314159, 0.0207694,-0.0308923,0.00296706,0.382459,0.1471,9.76742
0.050117, 0.66979,-0.042297,0, 0,0,0,0,0,0, 0.0207694,-0.0308923,0.00296706,0.382459,0.186326,9.80665
0.0600884, 1,-0.0257849,0, 0,-0.314159,0.628319,0,-0.314159,0.628319, 0.0207694,-0.0308923,0.00296706,0.343233,0.225553,9.8851
0.0701156, 1,-0.00927281,0, 0.628319,0,0.628319,0.628319,0,0.628319, 0.0209439,-0.0310669,0.00296706,0.304006,0.26478,9.76742
0.0801041, 1,-0.0175289,0, 0.628319,0,0.942478,0.628319,0,0.942478, 0.0209439,-0.0310669,0.00296706,0.274586,0.304006,9.76742
0.09009, 1,-0.0175289,0, 1.25664,0,0.942478,1.25664,0,0.942478, 0.0209439,-0.0312414,0.00279253,0.735499,0.951245,9.84588
0.100169, 1,-0.0175289,0, 1.25664,1.25664,1.5708,1.25664,1.25664,1.5708, 0.0211185,-0.0315905,0.0020944,1.07873,0.568786,9.8851
0.110167, 1,-0.0175289,0, 2.82743,0.942478,1.88496,2.82743,0.942478,1.88496, 0.0211185,-0.0315905,0.0020944,1.07873,0.568786,9.8851
0.120138, 1,-0.0175289,0, 3.14159,2.19912,0.314159,3.14159,2.19912,0.314159, 0.0209439,-0.0319395,0.00174533,1.65732,0.1471,9.96356
0.130112, 1,-0.0175289,0, 4.39823,2.51327,0.942478,4.39823,2.51327,0.942478, 0.0209439,-0.0321141,0.00122173,2.26534,0.0686466,9.65955
