time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z
0.0100749, 0,0,0, 0,0,0,0,0,0, 0.0202458,-0.0122173,0.0218166,0.156906,0.186326,9.80665
0.0200772, 0,0,0, 0,0,0,0,0,0, 0.0202458,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.0300784, 0,0,0, 0,0,0,0,0,0, 0.0202458,-0.0122173,0.0218166,0.11768,0.225553,9.80665
0.0401106, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.0501196, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.0601313, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.0701137, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.186326,9.84588
0.0800765, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.225553,9.76742
0.0901041, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.10012, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.110073, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.225553,9.80665
0.120094, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.225553,9.80665
0.1301, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.140129, -0,-0,0, 0,0,0,0,0,0, 0.0200713,-0.0122173,0.0218166,0.11768,0.186326,9.80665
0.1501, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.160092, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.225553,9.80665
0.170023, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.225553,9.80665
0.180111, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.225553,9.76742
0.19017, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.200114, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.76742
0.21012, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.220119, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.230114, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.240121, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.225553,9.80665
0.25009, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.26012, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.156906,0.186326,9.80665
0.270095, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.225553,9.76742
0.28011, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.0784532,0.186326,9.76742
0.290121, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.0784532,0.186326,9.76742
0.300092, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.310078, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.320066, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.76742
0.330124, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.340093, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.84588
0.350072, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.11768,0.186326,9.80665
0.360116, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.0784532,0.225553,9.76742
0.370079, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0123918,0.0218166,0.0784532,0.225553,9.76742
0.380098, -0,-0,0, 0,0,0,0,0,0, 0.0202458,-0.0122173,0.0218166,0.11768,0.186326,9.84588
