time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z
0.010083, 0,0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.343233,0.1471,9.84588
0.0201044, 0,0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.304006,0.186326,9.80665
0.0299923, 0,0,0, 0,-0.314159,0,0,-0.314159,0, 0.0188496,-0.034383,-0.000349066,0.304006,0.186326,9.80665
0.0402117, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.343233,0.186326,9.80665
0.0500908, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.382459,0.186326,9.80665
0.0601048, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.343233,0.225553,9.84588
0.0700836, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.304006,0.186326,9.84588
0.0800645, -0,-0,0, 0,0,0.314159,0,0,0.314159, 0.0188496,-0.034383,-0.000349066,0.304006,0.225553,9.76742
0.0900676, -0,-0,0, 0,0,-0.314159,0,0,-0.314159, 0.0188496,-0.034383,-0.000349066,0.343233,0.1471,9.76742
0.100077, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.304006,0.186326,9.76742
0.110075, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.034383,-0.000349066,0.343233,0.186326,9.84588
0.120088, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.0345575,-0.000349066,0.343233,0.186326,9.76742
0.130069, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.0345575,-0.000349066,0.304006,0.186326,9.7282
0.140002, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.0345575,-0.000349066,0.304006,0.186326,9.7282
0.150076, -0,-0,0, 0,0,0,0,0,0, 0.0188496,-0.0345575,-0.000349066,0.343233,0.225553,9.92433
0.16008, -0,-0,0, 0,0,-0.314159,0,0,-0.314159, 0.018675,-0.0345575,-0.000349066,0.274586,0.186326,10.0028
0.170089, -0,-0,0, 0,-0.314159,0,0,-0.314159,0, 0.018675,-0.0345575,-0.000349066,0.343233,0.1471,9.76742
0.180085, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0345575,-0.000349066,0.343233,0.186326,9.68897
0.190075, -0,-0,0, -0.314159,0,0,-0.314159,0,0, 0.018675,-0.0347321,-0.000349066,0.304006,0.186326,9.8851
0.20008, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0347321,-0.000349066,0.343233,0.186326,9.80665
0.21012, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0347321,-0.000349066,0.304006,0.186326,9.7282
0.220066, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0347321,-0.000349066,0.343233,0.186326,9.84588
0.230063, -0,-0,0, 0,-0.314159,-0.314159,0,-0.314159,-0.314159, 0.018675,-0.0347321,-0.000174533,0.304006,0.186326,9.84588
0.240097, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0347321,-0.000174533,0.304006,0.186326,9.80665
0.250196, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0347321,-0.000174533,0.304006,0.186326,9.80665
0.260072, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0349066,-0.000174533,0.304006,0.225553,9.80665
0.270084, -0,-0,0, 0,-0.314159,-0.314159,0,-0.314159,-0.314159, 0.018675,-0.0349066,-0.000174533,0.304006,0.186326,9.7282
0.28007, -0,-0,0, 0,0,0,0,0,0, 0.018675,-0.0349066,-0.000174533,0.343233,0.186326,9.84588
0.290076, -0,-0,0, 0,-0.314159,0,0,-0.314159,0, 0.0185005,-0.0349066,-0.000174533,0.343233,0.186326,9.96356
0.300219, -0,-0,0, 0,0,0,0,0,0, 0.0185005,-0.0347321,-0.000174533,0.382459,0.1471,9.76742
0.310087, -0,-0,0, 0,-0.314159,0,0,-0.314159,0, 0.0185005,-0.0347321,-0.000174533,0.382459,0.186326,9.80665
0.320061, -0,-0,0, 0,0,0,0,0,0, 0.0185005,-0.0347321,-0.000174533,0.343233,0.186326,9.80665
0.330082, -0,-0,0, 0,0,0,0,0,0, 0.0185005,-0.0347321,-0.000174533,0.343233,0.186326,9.84588
0.34009, -0,-0,0, 0,0,0,0,0,0, 0.018326,-0.0347321,-0.000174533,0.343233,0.186326,9.76742
0.350075, -0,-0,0, 0,0,0,0,0,0, 0.018326,-0.0347321,-0.000349066,0.304006,0.1471,9.7282
0.360067, -0,-0,0, 0,0,0,0,0,0, 0.018326,-0.0347321,-0.000349066,0.304006,0.1471,9.7282
0.370095, -0,-0,0, 0,0,0,0,0,0, 0.018326,-0.0347321,-0.000349066,0.343233,0.186326,9.80665
0.380063, -0,-0,0, 0,-0.314159,0,0,-0.314159,0, 0.018326,-0.0347321,-0.000349066,0.304006,0.186326,9.84588
0.39011, -0,-0,0, 0,0,-0.314159,0,0,-0.314159, 0.018326,-0.0347321,-0.000349066,0.304006,0.186326,9.84588
0.4001, -0,-0,0, 0,0,0,0,0,0, 0.018326,-0.0347321,-0.000349066,0.343233,0.1471,9.80665
0.410103, -0,-0,0, 0,0,0,0,0,0, 0.0181514,-0.0347321,-0.000349066,0.343233,0.186326,9.80665
0.420115, -0,-0,0, 0,0,0,0,0,0, 0.0181514,-0.0347321,-0.000349066,0.343233,0.186326,9.80665
