time stamp, twistx, twisty, twistz, odomx, odomy, odom_theta, odom_vx, odom_vy, odom_w, roll, pitch, yaw, accl_x, accl_y, accl_z
4.07005, -0,0.00104887,1, 0.496581,0.300027,2.34228,-0.126229,-0.133367,-0.525955, 0.00139626,0.0258309,-1.78565,0.372653,-0.0490333,11.7778
4.08005, -0,0.00104887,1, 0.496336,0.301836,2.34839,-0.146516,-0.108995,-0.610483, 0.00122173,0.0254818,-1.775,-0.127486,-0.313813,9.93414
4.09006, -0,0.00104887,1, 0.495919,0.303518,2.35459,-0.14877,-0.0887549,-0.619876, 0.00191986,0.0253073,-1.76418,0.411879,0.372653,8.44353
4.10005, -0,0.00104887,1, 0.495715,0.305356,2.3606,-0.144262,-0.11571,-0.601091, 0.00244346,0.0253073,-1.75371,0.294199,0.215746,8.48275
4.11005, -0,0.00104887,1, 0.495341,0.307,2.36652,-0.142008,-0.0908681,-0.591699, 0.00226893,0.0253073,-1.74306,-0.00980665,0.02942,9.69878
4.12005, -0,0.00104887,1, 0.495084,0.308674,2.37215,-0.135246,-0.101998,-0.563523, 0.00191986,0.0258309,-1.73241,-0.0490333,-0.0490333,10.7089
4.13004, -0,0.00104887,1, 0.494788,0.310186,2.37741,-0.126229,-0.0882853,-0.525955, 0.00174533,0.0258309,-1.72177,-0.23536,0.254973,10.552
4.14004, -0,0.00104887,1, 0.494577,0.311762,2.38258,-0.123975,-0.0995088,-0.516563, 0.00174533,0.0258309,-1.72177,-0.23536,0.254973,10.552
4.15009, -0,0.00104887,1, 0.494482,0.313467,2.38774,-0.123975,-0.117542,-0.516563, 0.00191986,0.0249582,-1.71077,0.372653,0.333426,9.90472
4.16009, -0,0.00104887,1, 0.494538,0.315112,2.39225,-0.108196,-0.123975,-0.450819, 0.00279253,0.0242601,-1.68965,-0.00980665,0.17652,9.17902
4.17005, -0,0.00104887,1, 0.494646,0.316887,2.39695,-0.112705,-0.137594,-0.469603, 0.00244346,0.0244346,-1.67918,-0.470719,-0.0882598,9.56148
4.18005, -0,0.00104887,1, 0.494305,0.318584,2.40277,-0.139754,-0.102092,-0.582307, 0.00174533,0.0244346,-1.66853,0.107873,-0.127486,9.82626
4.19007, -0,0.00104887,1, 0.494293,0.320518,2.40822,-0.130737,-0.142477,-0.544739, 0.00174533,0.0242601,-1.65806,-0.127486,-0.00980665,10.1205
4.20008, -0,0.00104887,1, 0.494457,0.322524,2.41329,-0.121721,-0.160322,-0.507171, 0.00261799,0.0242601,-1.64759,0.608012,0.294199,9.35554
4.21005, -0,0.00104887,1, 0.494524,0.324365,2.41817,-0.117213,-0.142196,-0.488387, 0.00314159,0.0246091,-1.63694,0.107873,0.333426,9.86549
4.22007, -0,0.00104887,1, 0.494211,0.326058,2.42381,-0.135246,-0.106506,-0.563523, 0.00331613,0.0244346,-1.62612,-0.23536,-0.0490333,10.7481
4.23004, -0,0.00104887,1, 0.493854,0.327779,2.42963,-0.139754,-0.1066,-0.582307, 0.00349066,0.0237365,-1.61565,-0.0490333,0.294199,10.1695
4.24005, -0,0.00104887,1, 0.493277,0.329323,2.43564,-0.144262,-0.0841528,-0.601091, 0.00366519,0.0233874,-1.605,-0.274586,0.333426,8.8554
4.25004, -0,0.00104887,1, 0.492485,0.330655,2.44175,-0.146516,-0.0503884,-0.610483, 0.00366519,0.0233874,-1.605,-0.274586,0.333426,8.8554
4.26005, -0,0.00104887,1, 0.49214,0.332243,2.4471,-0.128483,-0.0996027,-0.535347, 0.00366519,0.0233874,-1.59436,0.186326,-0.0882598,9.4438
4.2701, -0,0.00104887,1, 0.492337,0.334069,2.45133,-0.101434,-0.153137,-0.422642, 0.00383972,0.0232129,-1.57324,-0.549172,0.215746,9.48303
4.28005, -0,0.00104887,1, 0.492523,0.335929,2.45565,-0.103688,-0.155438,-0.432034, 0.00366519,0.0232129,-1.56259,-0.23536,-0.127486,9.85568
4.29005, -0,0.00104887,1, 0.492398,0.337632,2.46053,-0.117213,-0.124163,-0.488387, 0.00314159,0.0230383,-1.55212,0.186326,-0.0882598,11.0521
4.30005, -0,0.00104887,1, 0.492045,0.339313,2.46607,-0.132991,-0.108713,-0.554131, 0.00261799,0.0226893,-1.54147,-0.353039,-0.392266,9.78704
4.31009, -0,0.00104887,1, 0.491735,0.341094,2.47171,-0.135246,-0.12003,-0.563523, 0.00314159,0.0223402,-1.53083,0.411879,0.137293,8.74753
4.32009, -0,0.00104887,1, 0.491611,0.34283,2.47659,-0.117213,-0.128671,-0.488387, 0.00366519,0.0226893,-1.52018,-0.00980665,0.598206,9.66936
4.3301, -0,0.00104887,1, 0.491626,0.344388,2.48054,-0.096926,-0.121486,-0.403858, 0.00401426,0.0228638,-1.50954,-0.431493,0.137293,11.2384
4.34004, -0,0.00104887,1, 0.491666,0.345949,2.48439,-0.0924178,-0.1259,-0.385074, 0.00401426,0.0228638,-1.49854,-0.735499,0.107873,10.8854
4.35004, -0,0.00104887,1, 0.491822,0.347817,2.48861,-0.101434,-0.157646,-0.422642, 0.00383972,0.0221657,-1.48807,-0.196133,0.294199,10.7873
4.36005, -0,0.00104887,1, 0.491442,0.349328,2.49369,-0.121721,-0.0972077,-0.507171, 0.00383972,0.0221657,-1.48807,-0.196133,0.294199,10.7873
4.37005, -0,0.00104887,1, 0.490975,0.350956,2.49932,-0.135246,-0.101998,-0.563523, 0.00401426,0.021293,-1.47742,-0.392266,-0.20594,9.20844
4.38005, -0,0.00104887,1, 0.490794,0.352752,2.50439,-0.121721,-0.133273,-0.507171, 0.00383972,0.0200713,-1.45665,0.107873,-0.127486,9.52226
4.39005, -0,0.00104887,1, 0.490586,0.354447,2.50928,-0.117213,-0.124163,-0.488387, 0.00349066,0.0200713,-1.44618,-0.156906,-0.127486,11.0521
4.40004, -0,0.00104887,1, 0.490062,0.356063,2.515,-0.1375,-0.0997906,-0.572915, 0.00331613,0.0198968,-1.43588,-0.196133,-0.166713,10.042
4.41004, -0,0.00104887,1, 0.489467,0.357666,2.52092,-0.142008,-0.0953763,-0.591699, 0.00349066,0.0197222,-1.42541,0.294199,-0.127486,9.738
4.42006, -0,0.00104887,1, 0.489148,0.359475,2.52637,-0.130737,-0.128953,-0.544739, 0.00401426,0.0197222,-1.41494,-0.0882598,0.215746,9.01231
4.43005, -0,0.00104887,1, 0.48894,0.361138,2.53107,-0.112705,-0.124069,-0.469603, 0.00471239,0.0197222,-1.40412,0.294199,0.372653,9.63994
4.44005, -0,0.00104887,1, 0.488477,0.362367,2.53557,-0.108196,-0.0743851,-0.450819, 0.00488692,0.0195477,-1.39347,0.225553,0.02942,10.042
4.45004, -0,0.00104887,1, 0.487924,0.363709,2.54065,-0.121721,-0.079175,-0.507171, 0.00471239,0.0191986,-1.38265,-0.549172,0.254973,10.5029
4.46004, -0,0.00104887,1, 0.487559,0.365575,2.54628,-0.135246,-0.133555,-0.563523, 0.00488692,0.018675,-1.37165,-0.431493,0.333426,9.24767
4.47005, -0,0.00104887,1, 0.486861,0.36692,2.55182,-0.132991,-0.0726475,-0.554131, 0.00488692,0.018675,-1.37165,-0.431493,0.333426,9.24767
4.48005, -0,0.00104887,1, 0.48671,0.368563,2.55614,-0.103688,-0.128389,-0.432034, 0.00523599,0.0181514,-1.36118,0.02942,0.0686466,9.27709
4.49006, -0,0.00104887,1, 0.486744,0.370375,2.56018,-0.096926,-0.153044,-0.403858, 0.00558505,0.0181514,-1.33971,0.372653,-0.20594,10.2872
4.50004, -0,0.00104887,1, 0.486925,0.372545,2.5645,-0.103688,-0.191504,-0.432034, 0.00541052,0.018326,-1.32907,0.02942,0.294199,10.9638
4.51008, -0,0.00104887,1, 0.487081,0.374943,2.56939,-0.117213,-0.209818,-0.488387, 0.00488692,0.018326,-1.31825,-0.0490333,-0.0882598,10.7383
4.52013, -0,0.00104887,1, 0.48717,0.377759,2.5754,-0.144262,-0.241939,-0.601091, 0.00471239,0.0181514,-1.30743,-0.0882598,0.02942,8.8554
4.53005, -0,0.00104887,1, 0.48687,0.379902,2.58122,-0.139754,-0.165206,-0.582307, 0.00523599,0.0179769,-1.29661,0.411879,-0.0882598,9.16922
4.54005, -0,0.00104887,1, 0.485902,0.380776,2.58657,-0.128483,-0.0229636,-0.535347, 0.00575959,0.0178024,-1.28561,-0.156906,-0.0490333,9.31632
4.55006, -0,0.00104887,1, 0.485487,0.382466,2.59174,-0.123975,-0.12205,-0.516563, 0.00575959,0.0176278,-1.27461,0.529559,0.02942,10.9736
4.56005, -0,0.00104887,1, 0.48483,0.383901,2.59719,-0.130737,-0.0883792,-0.544739, 0.00575959,0.0174533,-1.26344,-0.196133,0.333426,10.0224
4.57009, -0,0.00104887,1, 0.483911,0.38504,2.60291,-0.1375,-0.0502005,-0.572915, 0.00593412,0.0171042,-1.25262,0.0686466,0.215746,9.17902
4.58004, -0,0.00104887,1, 0.482939,0.385963,2.60836,-0.130737,-0.0297728,-0.544739, 0.00593412,0.0171042,-1.25262,0.0686466,0.215746,9.17902
4.59004, -0,0.00104887,1, 0.481841,0.386586,2.61362,-0.126229,0.00187842,-0.525955, 0.00610865,0.0167552,-1.24145,0.1471,-0.0490333,8.78676
4.60005, -0,0.00104887,1, 0.481033,0.38771,2.61888,-0.126229,-0.056728,-0.525955, 0.00628319,0.0164061,-1.23046,-0.00980665,0.107873,9.27709
4.61004, -0,0.00104887,1, 0.480368,0.389134,2.62423,-0.128483,-0.0905864,-0.535347, 0.00628319,0.015708,-1.20882,0.0686466,0.254973,10.5421
4.62005, -0,0.00104887,1, 0.479793,0.390681,2.62949,-0.128483,-0.104111,-0.535347, 0.00610865,0.0155334,-1.19799,0.451106,0.411879,10.1597
4.63004, -0,0.00104887,1, 0.479052,0.392082,2.63504,-0.132991,-0.0861721,-0.554131, 0.00610865,0.0158825,-1.18735,-0.23536,-0.0882598,10.7873
4.64008, -0,-0,1, 0.478338,0.393355,2.6402,-0.123975,-0.0769679,-0.516563, 0.00628319,0.0162316,-1.17635,0.02942,0.0686466,9.39477
4.65004, -0,0.00104887,1, 0.477881,0.394966,2.64508,-0.117213,-0.119655,-0.488387, 0.00680678,0.0158825,-1.16536,0.254973,0.411879,9.12999
4.66014, -0,0.00104887,1, 0.477463,0.396756,2.65016,-0.121721,-0.137781,-0.507171, 0.00698132,0.0155334,-1.15454,0.0686466,0.107873,9.35554
4.67006, -0,0.00104887,1, 0.477132,0.398774,2.65532,-0.123975,-0.162623,-0.516563, 0.00680678,0.0155334,-1.14354,0.02942,-0.127486,10.1695
4.68006, -0,0.00104887,1, 0.476458,0.400254,2.66068,-0.128483,-0.0996027,-0.535347, 0.00628319,0.0153589,-1.13254,-0.353039,0.107873,10.0812
4.69005, -0,0.00104887,1, 0.475372,0.400999,2.66612,-0.130737,-0.0162483,-0.544739, 0.00628319,0.0153589,-1.13254,-0.353039,0.107873,10.0812
4.7001, -0,0.00104887,1, 0.474611,0.402483,2.67176,-0.135246,-0.0974895,-0.563523, 0.00645772,0.0148353,-1.1219,-0.0490333,-0.0490333,10.4343
4.71008, -0,0.00104887,1, 0.474125,0.404221,2.67683,-0.121721,-0.133273,-0.507171, 0.00698132,0.0139626,-1.11125,0.225553,-0.0882598,9.27709
4.72009, -0,0.00104887,1, 0.474132,0.406661,2.68134,-0.110451,-0.21644,-0.460211, 0.00715585,0.0132645,-1.09013,0.254973,0.0686466,10.8265
4.73004, -0,0.00104887,1, 0.473649,0.408536,2.6866,-0.126229,-0.146892,-0.525955, 0.00680678,0.0136136,-1.07966,-0.00980665,0.17652,10.5814
4.74005, -0,0.00104887,1, 0.472898,0.410085,2.69223,-0.135246,-0.106506,-0.563523, 0.00663225,0.0141372,-1.06901,-0.127486,-0.00980665,10.2381
4.75005, -0,0.00104887,1, 0.472518,0.412372,2.69777,-0.132991,-0.18986,-0.554131, 0.00698132,0.0143117,-1.05854,0.294199,0.137293,9.09076
4.76004, -0,0.00104887,1, 0.472442,0.41538,2.70341,-0.135246,-0.268801,-0.563523, 0.00750492,0.0139626,-1.0479,0.186326,0.02942,9.85568
4.77004, -0,0.00104887,1, 0.471271,0.415855,2.70867,-0.126229,0.00638661,-0.525955, 0.00767945,0.013439,-1.0369,0.1471,0.254973,9.01231
4.78005, -0,0.00104887,1, 0.470495,0.417082,2.71374,-0.121721,-0.079175,-0.507171, 0.00733038,0.0132645,-1.02643,-0.313813,-0.0490333,9.77723
4.79008, -0,0.00104887,1, 0.469398,0.418156,2.71975,-0.144262,-0.0525955,-0.601091, 0.00680678,0.0132645,-1.01561,-0.774725,0.490333,9.70858
4.80005, -0,0.00104887,1, 0.468171,0.419281,2.72633,-0.157787,-0.0528772,-0.657444, 0.00680678,0.0132645,-1.01561,-0.774725,0.490333,9.70858
4.81009, -0,0.00104887,1, 0.467175,0.42066,2.73243,-0.146516,-0.0864539,-0.610483, 0.00680678,0.0129154,-1.00496,0.411879,-0.00980665,10.4637
4.82004, -0,0.00104887,1, 0.466673,0.422572,2.7375,-0.121721,-0.155814,-0.507171, 0.00733038,0.0122173,-0.994314,0.1471,-0.166713,9.81646
4.83005, -0,0.00104887,1, 0.466185,0.424595,2.74267,-0.123975,-0.167132,-0.516563, 0.00802851,0.0111701,-0.972846,0.254973,0.372653,10.4049
4.84006, -0,0.00104887,1, 0.465399,0.426397,2.74859,-0.142008,-0.13595,-0.591699, 0.00733038,0.0115192,-0.962549,0.254973,0.254973,11.817
4.85009, -0,0.00104887,1, 0.464414,0.427736,2.7545,-0.142008,-0.0863599,-0.591699, 0.00663225,0.0120428,-0.951903,-0.196133,-0.20594,10.6206
4.86013, -0,0.00104887,1, 0.46335,0.429074,2.7607,-0.14877,-0.0842467,-0.619876, 0.00715585,0.0122173,-0.941082,-0.0490333,-0.627626,9.48303
4.8701, -0,0.00104887,1, 0.462324,0.430705,2.76718,-0.155532,-0.113691,-0.648052, 0.00802851,0.0120428,-0.930435,0.529559,0.598206,8.62985
4.88005, -0,0.00104887,1, 0.461549,0.43244,2.77282,-0.135246,-0.133555,-0.563523, 0.00872665,0.0120428,-0.919614,-0.0882598,-0.470719,9.36535
4.89005, -0,0.00104887,1, 0.460863,0.433863,2.77761,-0.114959,-0.108337,-0.478995, 0.00907571,0.0123918,-0.908444,0.0686466,0.372653,10.4637
4.90005, -0,0.00104887,1, 0.46004,0.43519,2.78277,-0.126229,-0.0927935,-0.525955, 0.00890118,0.0123918,-0.897623,-0.578592,0.215746,11.1992
4.91005, -0,0.00104887,1, 0.458826,0.436131,2.78888,-0.146516,-0.0458802,-0.610483, 0.00890118,0.0123918,-0.897623,-0.578592,0.215746,11.1992
4.92008, -0,0.00104887,1, 0.457824,0.437197,2.79432,-0.130737,-0.0658383,-0.544739, 0.00872665,0.0116937,-0.886802,0.02942,0.137293,10.2381
4.93006, -0,0.00104887,1, 0.457142,0.438834,2.7993,-0.119467,-0.130972,-0.497779, 0.00890118,0.0106465,-0.875981,0.529559,-0.20594,9.12999
4.94004, -0,0.00104887,1, 0.45635,0.440313,2.80447,-0.123975,-0.113033,-0.516563, 0.00890118,0.00959931,-0.854513,0.254973,0.490333,10.0126
4.95005, -0,0.00104887,1, 0.455608,0.441886,2.80954,-0.121721,-0.124257,-0.507171, 0.00820305,0.00994838,-0.843867,-0.196133,-0.0490333,11.2776
4.96011, -0,0.00104887,1, 0.4547,0.443202,2.81489,-0.128483,-0.0950945,-0.535347, 0.00750492,0.0102974,-0.833046,0.02942,0.137293,10.5421
4.97006, -0,0.00104887,1, 0.453757,0.444642,2.82053,-0.135246,-0.106506,-0.563523, 0.00733038,0.00977384,-0.822574,-0.23536,0.107873,10.2087
4.98005, -0,0.00104887,1, 0.452776,0.446421,2.82673,-0.14877,-0.138345,-0.619876, 0.00715585,0.00872665,-0.811753,0.186326,0.02942,8.4043
4.99004, -0,0.00104887,1, 0.451673,0.447922,2.83302,-0.151024,-0.109089,-0.629268, 0.00680678,0.00837758,-0.801106,1.3337,-0.0490333,10.6991
5.00005, -0,0.00104887,1, 0.450588,0.449503,2.83931,-0.151024,-0.118105,-0.629268, 0.00680678,0.00855211,-0.790634,-0.509946,0.411879,11.0521
5.01012, -0,0.00104887,1, 0.44943,0.450718,2.84542,-0.146516,-0.0819457,-0.610483, 0.00767945,0.00890118,-0.779988,0.372653,0.107873,9.39477
5.02007, -0,0.00104887,1, 0.448251,0.451883,2.85152,-0.146516,-0.0774375,-0.610483, 0.00767945,0.00890118,-0.779988,0.372653,0.107873,9.39477
5.03005, -0,0.00104887,1, 0.447118,0.453141,2.85753,-0.144262,-0.088661,-0.601091, 0.00872665,0.00890118,-0.769341,-0.156906,0.107873,9.20844
5.04004, -0,0.00104887,1, 0.446254,0.454615,2.8627,-0.123975,-0.117542,-0.516563, 0.00959931,0.00890118,-0.758695,0.02942,0.17652,8.89463
5.0501, -0,0.00104887,1, 0.445446,0.456229,2.86777,-0.121721,-0.133273,-0.507171, 0.00977384,0.00820305,-0.737751,0.1471,0.17652,9.27709
5.06007, -0,0.00104887,1, 0.444139,0.457421,2.87434,-0.157787,-0.0799264,-0.657444, 0.00890118,0.00820305,-0.727279,-0.431493,-0.0882598,11.8562
5.07008, -0,-0,1, 0.442801,0.458517,2.88092,-0.157787,-0.07091,-0.657444, 0.00820305,0.00837758,-0.716807,0.755112,0.17652,11.5424
5.08005, -0,0.00104887,1, 0.441573,0.459782,2.88721,-0.151024,-0.0910559,-0.629268, 0.00855211,0.00802851,-0.70616,0.02942,-0.353039,9.98317
5.09005, -0,0.00104887,1, 0.440325,0.460996,2.8935,-0.151024,-0.0865478,-0.629268, 0.00925024,0.00715585,-0.695688,0.107873,-0.00980665,8.56121
5.10009, -0,0.00104887,1, 0.439239,0.462413,2.89933,-0.139754,-0.111108,-0.582307, 0.00977384,0.00663225,-0.685042,-0.431493,0.333426,9.1398
5.11006, -0,0.00104887,1, 0.438206,0.463598,2.90468,-0.128483,-0.0905864,-0.535347, 0.00977384,0.00680678,-0.674395,-0.00980665,0.411879,10.091
5.12008, -0,0.00104887,1, 0.437103,0.464514,2.91003,-0.128483,-0.0635373,-0.535347, 0.00959931,0.00698132,-0.663923,-0.127486,-0.274586,10.0126
5.13005, -0,0.00104887,1, 0.435939,0.465276,2.91548,-0.130737,-0.0478055,-0.544739, 0.00959931,0.00698132,-0.663923,-0.127486,-0.274586,10.0126
5.14005, -0,0.00104887,1, 0.434773,0.466148,2.92102,-0.132991,-0.059123,-0.554131, 0.00942478,0.00645772,-0.653277,-0.0490333,0.254973,9.52226
5.15007, -0,0.00104887,1, 0.43387,0.467597,2.926,-0.119467,-0.121956,-0.497779, 0.00942478,0.00558505,-0.642456,0.294199,0.137293,9.56148
5.16005, -0,0.00104887,1, 0.433117,0.469444,2.9307,-0.114959,-0.162436,-0.478995, 0.00890118,0.00366519,-0.621163,-0.657046,0.294199,10.042
5.17004, -0,0.00104887,1, 0.432113,0.470905,2.93605,-0.128483,-0.122144,-0.535347, 0.00785398,0.00331613,-0.610342,0.490333,-0.20594,9.16922
5.18005, -0,0.00104887,1, 0.431083,0.472503,2.94159,-0.132991,-0.135762,-0.554131, 0.00680678,0.00349066,-0.59987,-0.353039,-0.0882598,10.552
5.19004, -0,0.00104887,1, 0.430107,0.474289,2.94704,-0.130737,-0.156002,-0.544739, 0.00680678,0.00349066,-0.589049,0.0686466,0.372653,9.70858
5.20004, -0,0.00104887,1, 0.429192,0.476077,2.9522,-0.123975,-0.158115,-0.516563, 0.00767945,0.00314159,-0.578228,0.676659,0.294199,9.31632
5.21004, -0,0.00104887,1, 0.428079,0.477233,2.95765,-0.130737,-0.0928874,-0.544739, 0.00820305,0.00279253,-0.567581,0.529559,0.17652,9.52226
5.22006, -0,0.00104887,1, 0.426961,0.478382,2.9631,-0.130737,-0.0928874,-0.544739, 0.00820305,0.00261799,-0.556585,-0.392266,0.333426,9.82626
5.23005, -0,0.00104887,1, 0.425692,0.479232,2.96892,-0.139754,-0.061518,-0.582307, 0.00767945,0.00261799,-0.54559,0.02942,0.215746,9.90472
5.2401, -0,0.00104887,1, 0.424446,0.480367,2.97484,-0.142008,-0.0908681,-0.591699, 0.00767945,0.00261799,-0.54559,0.02942,0.215746,9.90472
5.25004, -0,0.00104887,1, 0.423415,0.48173,2.98,-0.123975,-0.117542,-0.516563, 0.00733038,0.00226893,-0.534943,-0.578592,-0.274586,9.09076
5.26005, -0,0.00104887,1, 0.422836,0.483805,2.98376,-0.0901637,-0.19573,-0.375682, 0.00715585,0.0015708,-0.523948,1.21602,0.17652,10.2381
5.27008, -0,0.00104887,1, 0.422261,0.485808,2.98742,-0.0879096,-0.188921,-0.36629, 0.00837758,0.00174533,-0.502655,0.411879,0.137293,9.70858
5.28005, -0,0.00104887,1, 0.421215,0.487317,2.99268,-0.126229,-0.133367,-0.525955, 0.00855211,0.00226893,-0.491834,-0.0490333,0.451106,10.856
5.29005, -0,0.00104887,1, 0.420051,0.488542,2.99823,-0.132991,-0.104205,-0.554131, 0.00820305,0.00261799,-0.481013,-0.392266,0.137293,9.78704
5.30005, -0,0.00104887,1, 0.418797,0.489659,3.00405,-0.139754,-0.0930753,-0.582307, 0.00820305,0.00226893,-0.470192,0.568786,0.107873,7.48247
5.31004, -0,0.00104887,1, 0.417493,0.490776,3.01006,-0.144262,-0.0931692,-0.601091, 0.00837758,0.00191986,-0.459196,0.490333,0.107873,9.60071
5.32009, -0,0.00104887,1, 0.416455,0.492414,3.01522,-0.123975,-0.149099,-0.516563, 0.00820305,0.00174533,-0.448375,-0.156906,0.254973,10.0518
5.33005, -0,0.00104887,1, 0.415579,0.494136,3.01973,-0.108196,-0.160041,-0.450819, 0.00837758,0.0015708,-0.43738,-0.274586,0.17652,11.0423
5.34004, -0,0.00104887,1, 0.414447,0.495297,3.02499,-0.126229,-0.10181,-0.525955, 0.00855211,0.00139626,-0.426558,0.490333,-0.00980665,10.3264
5.35006, -0,0.00104887,1, 0.413078,0.495823,3.03091,-0.142008,-0.0367699,-0.591699, 0.00855211,0.00139626,-0.426558,0.490333,-0.00980665,10.3264
5.36007, -0,0.00104887,1, 0.411809,0.496669,3.03655,-0.135246,-0.0704404,-0.563523, 0.00872665,0.0010472,-0.415737,0.225553,0.294199,9.09076
5.37005, -0,0.00104887,1, 0.410449,0.497768,3.04265,-0.14877,-0.0932631,-0.619876, 0.00872665,0.000349066,-0.404916,0.254973,-0.166713,9.01231
5.3801, -0,0.00104887,1, 0.409119,0.499013,3.04866,-0.144262,-0.111202,-0.601091, 0.00872665,-0.000174533,-0.394619,0.02942,0.17652,9.89491
5.39006, -0,0.00104887,1, 0.408048,0.500425,3.05364,-0.119467,-0.130972,-0.497779, 0.00907571,-0.000174533,-0.373326,0.0686466,0.02942,10.3264
5.40005, -0,0.00104887,1, 0.407018,0.501872,3.05843,-0.114959,-0.135386,-0.478995, 0.00942478,0.000349066,-0.362854,0.451106,0.372653,10.5814
5.41005, -0,0.00104887,1, 0.405995,0.5032,3.06312,-0.112705,-0.124069,-0.469603, 0.00942478,0.000349066,-0.352207,0.0686466,0.17652,9.81646
5.42005, -0,0.00104887,1, 0.404803,0.50447,3.06848,-0.128483,-0.117635,-0.535347, 0.00925024,-0.000174533,-0.341386,0.186326,0.107873,9.10057
5.43006, -0,0.00104887,1, 0.403626,0.506049,3.07383,-0.128483,-0.149193,-0.535347, 0.00925024,-0.000523599,-0.330914,0.254973,0.02942,9.06135
5.44004, -0,0.00104887,1, 0.402529,0.50723,3.07872,-0.119467,-0.108431,-0.497779, 0.00907571,-0.000698132,-0.319919,0.333426,-0.0490333,10.1695
5.45005, -0,0.00104887,1, 0.401309,0.508346,3.08407,-0.128483,-0.104111,-0.535347, 0.00925024,-0.000523599,-0.308923,0.02942,0.107873,10.1205
5.46004, -0,0.00104887,1, 0.399883,0.509109,3.09017,-0.146516,-0.0684211,-0.610483, 0.00925024,-0.000523599,-0.308923,0.02942,0.107873,10.1205
5.47004, -0,0.00104887,1, 0.398603,0.510169,3.09572,-0.135246,-0.0974895,-0.563523, 0.00942478,-0.000523599,-0.298277,-0.0882598,0.254973,10.1695
5.48008, -0,0.00104887,1, 0.397416,0.511397,3.10088,-0.123975,-0.117542,-0.516563, 0.00959931,-0.0010472,-0.287456,0.411879,0.0686466,9.39477
5.49004, -0,0.00104887,1, 0.396207,0.512823,3.10614,-0.126229,-0.137875,-0.525955, 0.00977384,-0.00174533,-0.276635,0.1471,0.107873,9.55168
5.50011, -0,0.00104887,1, 0.395031,0.514105,3.11121,-0.121721,-0.124257,-0.507171, 0.00959931,-0.0020944,-0.255865,0.1471,-0.127486,10.7481
5.51005, -0,0.00104887,1, 0.393733,0.515274,3.11675,-0.132991,-0.113221,-0.554131, 0.00942478,-0.00174533,-0.245393,-0.0490333,-0.127486,10.042
5.52007, -0,0.00104887,1, 0.392331,0.516123,3.12267,-0.142008,-0.0818517,-0.591699, 0.00942478,-0.00174533,-0.235096,0.451106,0.137293,9.09076
5.53007, -0,0.00104887,1, 0.391016,0.517051,3.12821,-0.132991,-0.0906803,-0.554131, 0.00959931,-0.00191986,-0.224624,0.411879,0.254973,9.40458
5.54009, -0,0.00104887,1, 0.389811,0.518127,3.13328,-0.121721,-0.106224,-0.507171, 0.00977384,-0.0020944,-0.213977,0.294199,0.294199,10.1303
5.55005, -0,0.00104887,1, 0.388691,0.519374,3.13798,-0.112705,-0.124069,-0.469603, 0.00994838,-0.00226893,-0.203331,0.02942,0.137293,9.89491
5.56009, -0,0.00104887,1, 0.387294,0.520261,-3.13938,-0.139754,-0.0885671,-0.582307, 0.0101229,-0.00261799,-0.19251,-0.00980665,0.411879,9.66936
5.5701, -0,0.00104887,1, 0.385825,0.521072,-3.13328,-0.146516,-0.0819457,-0.610483, 0.0101229,-0.00261799,-0.19251,-0.00980665,0.411879,9.66936
5.58006, -0,0.00104887,1, 0.384462,0.521942,-3.12764,-0.1375,-0.086266,-0.572915, 0.00977384,-0.00296706,-0.181863,0.186326,0.254973,9.20844
5.59011, -0,0.00104887,1, 0.383114,0.523052,-3.1221,-0.135246,-0.111014,-0.563523, 0.00959931,-0.00331613,-0.171217,-0.127486,-0.470719,9.48303
5.6001, -0,0.00104887,1, 0.381869,0.524267,-3.11703,-0.121721,-0.124257,-0.507171, 0.00959931,-0.00383972,-0.16057,-0.00980665,0.254973,9.09076
5.61008, -0,0.00104887,1, 0.380812,0.525861,-3.1128,-0.101434,-0.162154,-0.422642, 0.00994838,-0.00366519,-0.139801,0.676659,0.294199,10.1695
5.62005, -0,0.00104887,1, 0.37953,0.527177,-3.10764,-0.123975,-0.135574,-0.516563, 0.00977384,-0.00366519,-0.129154,0.372653,0.215746,11.3561
5.63007, -0,0.00104887,1, 0.377939,0.528121,-3.10116,-0.155532,-0.100166,-0.648052, 0.00925024,-0.00383972,-0.118333,0.568786,0.137293,10.9736
5.64004, -0,0.00104887,1, 0.376373,0.52937,-3.09486,-0.151024,-0.13163,-0.629268, 0.00907571,-0.00401426,-0.107861,0.0686466,0.137293,9.01231
5.65008, -0,0.00104887,1, 0.374952,0.530253,-3.08914,-0.1375,-0.0952824,-0.572915, 0.00942478,-0.00436332,-0.0970403,0.637432,0.137293,9.31632
5.66004, -0,0.00104887,1, 0.373588,0.531244,-3.08369,-0.130737,-0.106412,-0.544739, 0.00977384,-0.00471239,-0.0860447,0.411879,0.411879,10.1303
5.67004, -0,0.00104887,1, 0.372193,0.53191,-3.07805,-0.135246,-0.0749486,-0.563523, 0.00977384,-0.00506145,-0.0752237,0.254973,0.254973,9.2869
5.68006, -0,0.00104887,1, 0.370706,0.532519,-3.07204,-0.144262,-0.0706282,-0.601091, 0.00977384,-0.00506145,-0.0752237,0.254973,0.254973,9.2869
