time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z
0.0100782, 0,0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.225553,9.80665
0.0200646, 0,0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.26478,9.80665
0.0300984, 0,0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.421686,0.225553,9.76742
0.0400836, 0,0,0, -0.314159,0,0,-0.314159,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.225553,9.80665
0.0501096, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.421686,0.225553,9.76742
0.0600908, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.421686,0.225553,9.80665
0.0700798, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.225553,9.80665
0.0800743, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.225553,9.76742
0.0900607, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.421686,0.225553,9.80665
0.100082, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.186326,9.84588
0.110061, -0,-0,0, 0.314159,0,0,0.314159,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.186326,9.84588
0.120063, -0,-0,0, -0.314159,0,0,-0.314159,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.225553,9.80665
0.130087, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.421686,0.26478,9.80665
0.14008, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0417134,0.0455531,0.382459,0.225553,9.80665
0.150086, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0417134,0.0455531,0.382459,0.26478,9.80665
0.160082, -0,-0,0, 0,0,0,0,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.26478,9.80665
0.170101, -0,-0,0, 0.314159,0,0,0.314159,0,0, 0.0232129,-0.0415388,0.0455531,0.382459,0.26478,9.80665
0.180063, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.382459,0.225553,9.80665
0.190099, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.382459,0.225553,9.80665
0.200076, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.421686,0.186326,9.80665
0.210076, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.421686,0.225553,9.76742
0.220067, -0,-0,0, 0,0,-0.314159,0,0,-0.314159, 0.0233874,-0.0415388,0.0455531,0.421686,0.225553,9.76742
0.230076, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.382459,0.225553,9.80665
0.240103, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.382459,0.186326,9.84588
0.250098, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.382459,0.186326,9.80665
0.260077, -0,-0,0, 0,0,0,0,0,0, 0.0233874,-0.0415388,0.0455531,0.421686,0.225553,9.80665
