time stamp, twistx, twisty, twistz, omega_l, omega_r, omega_m, omega_l, omega_r, omega_m, roll, pitch, yaw, accl_x, accl_y, accl_z
0.0100822, 0,0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.196133,0.186326,9.76742
0.0200992, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.196133,0.225553,9.80665
0.0300801, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.196133,0.186326,9.76742
0.0400856, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.196133,0.186326,9.80665
0.0500801, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.156906,0.186326,9.80665
0.0600793, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.196133,0.186326,9.80665
0.0701308, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.156906,0.186326,9.80665
0.0800846, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.156906,0.186326,9.80665
0.0900784, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.196133,0.225553,9.76742
0.100081, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.196133,0.225553,9.76742
0.110085, -0,-0,0, 0,0,0,0,0,0, 0.0211185,-0.0190241,0,0.156906,0.225553,9.80665
0.120064, -0,-0,0, 0,0,0,0,0,0, 0.0209439,-0.0190241,0,0.196133,0.225553,9.76742
0.13008, -0,-0,0, 0,0,0,0,0,0, 0.0209439,-0.0190241,0,0.156906,0.186326,9.80665
0.140108, -0,-0,0, 0,0,0,0,0,0, 0.0209439,-0.0190241,0,0.196133,0.186326,9.84588
0.15008, -0,-0,0, 0,0,0,0,0,0, 0.0209439,-0.0190241,0,0.196133,0.186326,9.76742
0.16007, -0,-0,0, 0,0,0,0,0,0, 0.0209439,-0.0190241,0,0.196133,0.186326,9.76742
0.170072, -0,-0,0, 0,0,0,0,0,0, 0.0209439,-0.0190241,0,0.196133,0.225553,9.76742
